38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25368: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49061];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25386: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49062];[Topic=rtms-stream-mylogs2][MessageFound=(labsz sshd25407: failed password for root from 192.1)][UserSearch=(failed password)][Partition=0 Offset=49063];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49064];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=49065];,Mon  03 Mar 2025 02:37:55.5782 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42901];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42902];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42903];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42904];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42905];,Mon  03 Mar 2025 02:15:33.7124 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42758];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42759];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42760];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42761];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42762];,Mon  03 Mar 2025 02:15:07.4555 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42608];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42609];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42610];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42611];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42612];,Mon  03 Mar 2025 02:14:24.1943 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42458];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42459];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42460];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42461];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=42462];,Mon  03 Mar 2025 02:13:50.2397 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41716];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41717];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41718];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41719];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41720];,Mon  03 Mar 2025 02:11:18.1027 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41416];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41417];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41418];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41419];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41420];,Mon  03 Mar 2025 02:10:08.6542 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41274];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41275];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41276];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41277];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41278];,Mon  03 Mar 2025 02:09:41.4611 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41125];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41126];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41127];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41128];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=41129];,Mon  03 Mar 2025 02:09:12.0091 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40983];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40984];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40985];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40986];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40987];,Mon  03 Mar 2025 02:08:39.7916 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40688];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40689];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40690];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40691];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40692];,Mon  03 Mar 2025 02:07:33.6098 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40543];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40544];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40545];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40546];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40547];,Mon  03 Mar 2025 02:07:01.3985 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40251];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40252];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40253];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40254];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40255];,Mon  03 Mar 2025 02:05:56.5321 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40112];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40113];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40114];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40115];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=40116];,Mon  03 Mar 2025 02:05:38.1746 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
38,5.13,rtms-stream-mylogs2,[Topic=rtms-stream-mylogs2][MessageFound=(2 labsz sshd25478: invalid user anonymous from 192.)(labsz sshd25474: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=39978];[Topic=rtms-stream-mylogs2][MessageFound=(failed password for invalid user admin from 192.168.)(labsz sshd25484: failed password for invalid user ad)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=39979];[Topic=rtms-stream-mylogs2][MessageFound=(5 labsz sshd25513: invalid user admin from 192.168.)(labsz sshd25508: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=39980];[Topic=rtms-stream-mylogs2][MessageFound=(4 labsz sshd25527: invalid user test from 192.168.5)(labsz sshd25525: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=39981];[Topic=rtms-stream-mylogs2][MessageFound=(sshd25539: invalid user user from 192.168.5)(labsz sshd25541: failed password for root from 192.1)][UserSearch=( invalid user)(failed password)][Partition=0 Offset=39982];,Mon  03 Mar 2025 02:05:02.6406 UTC,1.00,iot-preprocess,5.00, |invalid user:attack:failed password;{rtms-stream-mylogs2,/rawdata/rtms/rtms-stream-mylogs2_38.txt}
